agency_cd,site_no,datetime,tz_cd,depth,cd
USGS,03062445,2015-10-16 04:00,EDT,9.33,P
USGS,03062445,2015-10-16 04:15,EDT,9.31,P
USGS,03062445,2015-10-16 04:30,EDT,9.31,P
USGS,03062445,2015-10-16 04:45,EDT,9.31,P
USGS,03062445,2015-10-16 05:00,EDT,9.31,P
USGS,03062445,2015-10-16 05:15,EDT,9.29,P
USGS,03062445,2015-10-16 05:30,EDT,9.31,P
USGS,03062445,2015-10-16 05:45,EDT,9.31,P
USGS,03062445,2015-10-16 06:00,EDT,9.29,P
USGS,03062445,2015-10-16 06:15,EDT,9.32,P
USGS,03062445,2015-10-16 06:30,EDT,9.31,P
USGS,03062445,2015-10-16 06:45,EDT,9.31,P
USGS,03062445,2015-10-16 07:00,EDT,9.33,P
USGS,03062445,2015-10-16 07:15,EDT,9.31,P
USGS,03062445,2015-10-16 07:30,EDT,9.31,P
USGS,03062445,2015-10-16 07:45,EDT,9.33,P
USGS,03062445,2015-10-16 08:00,EDT,9.33,P
USGS,03062445,2015-10-16 08:15,EDT,9.33,P
USGS,03062445,2015-10-16 08:30,EDT,9.35,P
USGS,03062445,2015-10-16 08:45,EDT,9.33,P
USGS,03062445,2015-10-16 09:00,EDT,9.35,P
USGS,03062445,2015-10-16 09:15,EDT,9.35,P
USGS,03062445,2015-10-16 09:30,EDT,9.35,P
USGS,03062445,2015-10-16 09:45,EDT,9.35,P
USGS,03062445,2015-10-16 10:00,EDT,9.36,P
USGS,03062445,2015-10-16 10:15,EDT,9.37,P
USGS,03062445,2015-10-16 10:30,EDT,9.37,P
USGS,03062445,2015-10-16 10:45,EDT,9.37,P
USGS,03062445,2015-10-16 11:00,EDT,9.37,P
USGS,03062445,2015-10-16 11:15,EDT,9.37,P
USGS,03062445,2015-10-16 11:30,EDT,9.38,P
USGS,03062445,2015-10-16 11:45,EDT,9.38,P
USGS,03062445,2015-10-16 12:00,EDT,9.37,P
USGS,03062445,2015-10-16 12:15,EDT,9.39,P
USGS,03062445,2015-10-16 12:30,EDT,9.39,P
USGS,03062445,2015-10-16 12:45,EDT,9.40,P
USGS,03062445,2015-10-16 13:00,EDT,9.40,P
USGS,03062445,2015-10-16 13:15,EDT,9.39,P
USGS,03062445,2015-10-16 13:30,EDT,9.41,P
USGS,03062445,2015-10-16 13:45,EDT,9.40,P
USGS,03062445,2015-10-16 14:00,EDT,9.41,P
USGS,03062445,2015-10-16 14:15,EDT,9.41,P
USGS,03062445,2015-10-16 14:30,EDT,9.41,P
USGS,03062445,2015-10-16 14:45,EDT,9.43,P
USGS,03062445,2015-10-16 15:00,EDT,9.42,P
USGS,03062445,2015-10-16 15:15,EDT,9.43,P
USGS,03062445,2015-10-16 15:30,EDT,9.44,P
USGS,03062445,2015-10-16 15:45,EDT,9.43,P
USGS,03062445,2015-10-16 16:00,EDT,9.44,P
USGS,03062445,2015-10-16 16:15,EDT,9.45,P
USGS,03062445,2015-10-16 16:30,EDT,9.44,P
USGS,03062445,2015-10-16 16:45,EDT,9.45,P
USGS,03062445,2015-10-16 17:00,EDT,9.45,P
USGS,03062445,2015-10-16 17:15,EDT,9.45,P
USGS,03062445,2015-10-16 17:30,EDT,9.47,P
USGS,03062445,2015-10-16 17:45,EDT,9.46,P
USGS,03062445,2015-10-16 18:00,EDT,9.46,P
USGS,03062445,2015-10-16 18:15,EDT,9.47,P
USGS,03062445,2015-10-16 18:30,EDT,9.47,P
USGS,03062445,2015-10-16 18:45,EDT,9.47,P
USGS,03062445,2015-10-16 19:00,EDT,9.47,P
USGS,03062445,2015-10-16 19:15,EDT,9.49,P
USGS,03062445,2015-10-16 19:30,EDT,9.49,P
USGS,03062445,2015-10-16 19:45,EDT,9.51,P
USGS,03062445,2015-10-16 20:00,EDT,9.51,P
USGS,03062445,2015-10-16 20:15,EDT,9.52,P
USGS,03062445,2015-10-16 20:30,EDT,9.53,P
USGS,03062445,2015-10-16 20:45,EDT,9.53,P
USGS,03062445,2015-10-16 21:00,EDT,9.53,P
USGS,03062445,2015-10-16 21:15,EDT,9.54,P
USGS,03062445,2015-10-16 21:30,EDT,9.55,P
USGS,03062445,2015-10-16 21:45,EDT,9.56,P
USGS,03062445,2015-10-16 22:00,EDT,9.58,P
USGS,03062445,2015-10-16 22:15,EDT,9.57,P
USGS,03062445,2015-10-16 22:30,EDT,9.59,P
USGS,03062445,2015-10-16 22:45,EDT,9.61,P
USGS,03062445,2015-10-16 23:00,EDT,9.60,P
USGS,03062445,2015-10-16 23:15,EDT,9.63,P
USGS,03062445,2015-10-16 23:30,EDT,9.63,P
